label,message,clean_message
0,Or I guess  &lt;#&gt;  min,guess ltgt min
0,Lolnice. I went from a fish to ..water.?,lolnice went fish water
0,Dude got a haircut. Now its breezy up there,dude got haircut breezy
0,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,love start attractioni feel need every time around meshe first thing come thoughtsi would start day end hershe every time dreamlove every breath namemy life happen around hermy life named heri would cry herwill give happiness take sorrowsi ready fight anyone heri love craziest thing herlove dont proove anyone girl beautiful lady whole planeti always singing praise herlove start making chicken curry end makiing sambarlife beautiful thenwill get every morning thank god day mei would like say lotwill tell later
0,* Thought I didn't see you.,thought didnt see
0,Speak only when you feel your words are better than the silence... Gud mrng:-),speak feel word better silence gud mrng
0,"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING",isnt frnd necesity life imagine urself witout frnd hwd u feel ur colleg watll u wth ur cell wat abt function thnk abt event espell cared missed amp irritated u wrd dearloving frnds wthout u cant live jst takecare goodmorning
0,Yar lor... How u noe? U used dat route too?,yar lor u noe u used dat route
0,Networking job is there.,networking job
0,"That's very rude, you on campus?",thats rude campus
0,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",knowyetunde hasnt sent money yet sent text bother sending dont involve anything shouldnt imposed anything first place apologise
0,No need to ke qi... Ü too bored izzit y suddenly thk of this...,need ke qi bored izzit suddenly thk
0,Just buy a pizza. Meat lovers or supreme. U get to pick.,buy pizza meat lover supreme u get pick
0,Alright i have a new goal now,alright new goal
0,Theyre doing it to lots of places. Only hospitals and medical places are safe.,theyre lot place hospital medical place safe
0,O ic lol. Should play 9 doors sometime yo,ic lol play door sometime yo
0,I'm in office now da:)where are you?,im office dawhere
1,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with ""ADP""",chance win free bluetooth headset simply reply back adp
0,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",beautiful tomorrow never come come already today hunt beautiful tomorrow dont waste wonderful today goodmorning
0,K...k:)why cant you come here and search job:),kkwhy cant come search job
0,That's y we haf to combine n c how lor...,thats haf combine n c lor
1,"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",urgent mobile awarded bonus caller prize final try contact u call landline boxwrc ppm
0,Cant think of anyone with * spare room off * top of my head,cant think anyone spare room top head
0,Aaooooright are you at work?,aaooooright work
1,tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,tell u call claim prize u enter ur mobile personal detail prompt careful
0,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.",tunji hows queen wishing great day abiola
1,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,tried contact reply offer video handset anytime network min unlimited text camcorder reply call
0,S:-)kallis wont play in first two odi:-),skallis wont play first two odi
1,"URGENT! Your mobile No *********** WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm",urgent mobile bonus caller prize nd attempt reach call asap boxnqp ppm
0,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.",dear sirsalam alaikkumpride pleasure meeting today tea shopwe pleased send contact number qatarrakhesh indianpls save numberrespectful regard
0,Ok can...,ok
0,Hey gals...U all wanna meet 4 dinner at nìte? ,hey galsu wan na meet dinner nte
0,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...,love hope anything drastic dont dare sell pc phone
0,My sister cleared two round in birla soft yesterday.,sister cleared two round birla soft yesterday
0,I will send them to your email. Do you mind  &lt;#&gt;  times per night?,send email mind ltgt time per night
0,I sent your maga that money yesterday oh.,sent maga money yesterday oh
0,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.",ok later showing around want cld drink wld prefer spend money nosh dont mind nxt wk
0,Dad went out oredi... ,dad went oredi
1,PRIVATE! Your 2003 Account Statement for 078,private account statement
0,Is xy in ur car when u picking me up?,xy ur car u picking
0,Just taste fish curry :-P,taste fish curry p
0,In which place i can get rooms cheap:-),place get room cheap
0,Ok lor... But buy wat?,ok lor buy wat
0,"Call me. I m unable to cal. Lets meet bhaskar, and deep",call unable cal let meet bhaskar deep
0,"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu",yeah ill leave couple minute amp let know get mu
0,Then why you came to hostel.,came hostel
0,I will reach ur home in  &lt;#&gt;  minutes,reach ur home ltgt minute
0,Have you been practising your curtsey?,practising curtsey
0,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,registered sinco payee log icicibankcom enter urn ltgt confirm beware fraud share disclose urn anyone
1,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",got take take part wrc rally oz u lucozade energy text rally le p see pack lucozadecoukwrc itcould u
0,"I'd say that's a good sign but, well, you know my track record at reading women",id say thats good sign well know track record reading woman
0,"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?",hows loverboy keep coming queen hmmm doesnt ache speak miss desparately
0,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",impossible argue always treat like sub like never released remind necessary
0,Takin a shower now but yeah I'll leave when I'm done,takin shower yeah ill leave im done
0,Oh ya ya. I remember da. .,oh ya ya remember da
0,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting,anyway seriously hit youre back otherwise light armand always shit andor vomiting
0,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,jus reached home go bathe first si using net tell u finish k
0,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? ",ok would b lovely u r sure think wot u want drinkin dancin eatin cinema u wot
0,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",hiya u paying money account thanks got pleasant surprise checked balance u c dont get statement acc
0,Nobody names their penis a girls name this story doesn't add up at all,nobody name penis girl name story doesnt add
0,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe",hey babe sorry didnt get sooner gary come fix cause think know doesnt go far ptbo say cost ltgt buck dont know might cheaper find someone dont second hand machine right let know want babe
0,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,thing r good thanx got exam march ive done revision fran still boyf ive got ta interviw exeter bit worriedx
0,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,ltgt ish minute minute ago wtf
0,Dear i have reache room,dear reache room
0,I did. One slice and one breadstick. Lol,one slice one breadstick lol
0,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.,many thing antibiotic used chest abdomen gynae infection even bone infection
0,Sorry da thangam.it's my mistake.,sorry da thangamits mistake
0,"If we hit it off, you can move in with me :)",hit move
0,Package all your programs well,package program well
1,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm",cash prize claim call tc rstm sw s ppm
1,it to 80488. Your 500 free text messages are valid until 31 December 2005.,free text message valid december
1,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",dear voucher holder claim week offer pc please go tscs apply
0,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",mobile numberpls sm ur mail idconvey regard achanammarakheshqatar
0,I just really need shit before tomorrow and I know you won't be awake before like 6,really need shit tomorrow know wont awake like
0,Oh k.i think most of wi and nz players unsold.,oh ki think wi nz player unsold
1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,private account statement show unredeemed point call identifier code expires
1,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",congrats mobile g videophones r call videochat wid ur mate play java game dload polyh music noline rentl bx ip pm
0,Booked ticket for pongal?,booked ticket pongal
1,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,ur awarded city break could win summer shopping spree every wk txt store skilgme tscswinawkage perwksub
0,K k pa Had your lunch aha.,k k pa lunch aha
0,"I didnt get ur full msg..sometext is missing, send it again",didnt get ur full msgsometext missing send
0,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks,dont think need yellow card uk travel ask someone gone ltgt buck
0,You said not now. No problem. When you can. Let me know.,said problem let know
0,Ü go home liao? Ask dad to pick me up at 6...,go home liao ask dad pick
0,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too,exhausted train morning much wine pie sleep well
0,LOL what happens in Vegas stays in vegas,lol happens vega stay vega
0,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",put party day week study lightly think need draw custom checkboxes know hardcore
0,Ard 530 lor. I ok then message ü lor.,ard lor ok message lor
0,I'm not coming home 4 dinner.,im coming home dinner
0,Ok which your another number,ok another number
0,Surly ill give it to you:-) while coming to review.,surly ill give coming review
0,Are you planning to come chennai?,planning come chennai
0,"Er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off",er hello thing didnt quite go plan limping slowly home followed aa exhaust hanging
0,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,u definitely need module e humanity dis sem izzit u wan take module st
1,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D,double min txts orange price linerental motorola sonyericsson btooth freenokia free call mobileupd oroptouthvd
0,Easy ah?sen got selected means its good..,easy ahsen got selected mean good
0,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,yet hadya sapna aunty manege yday hogidhechinnu full weak swalpa black agidhane
0,Teach me apps da. When you come to college.,teach apps da come college
1,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",nd time tried contact u u pound prize claim easy call p per min btnationalrate
0,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,thanks talk saturday dear cherish brother role model
0,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.",multiply number independently count decimal point division push decimal place like showed
1,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,warner village c colin farrell swat wkend warner village get free med popcornjust show c tc kiosk reply sony mre film offer
0,No..its ful of song lyrics..,noits ful song lyric
0,"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?",dice art class thru thanks though idea time come tomorrow
0,Noooooooo please. Last thing I need is stress. For once in your life be fair.,noooooooo please last thing need stress life fair
1,"URGENT! Your mobile was awarded a £1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",urgent mobile awarded bonus caller prize final attempt contact u call
0,Was actually about to send you a reminder today. Have a wonderful weekend,actually send reminder today wonderful weekend
0,If you are not coughing then its nothing,coughing nothing
0,Shall i ask one thing if you dont mistake me.,shall ask one thing dont mistake
0,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,actually deleted old websitenow blogging magicalsongsblogspotcom
0,No plm i will come da. On the way.,plm come da way
0,Boo what time u get out? U were supposed to take me shopping today. :(,boo time u get u supposed take shopping today
0,Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx,hi babe thanks coming even though didnt go welli wanted bed hope see soon love kiss xxx
0,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though",actually fuck whatever find excuse tampa point january though
0,meet you in corporation st outside gap … you can see how my mind is working!,meet corporation st outside gap see mind working
0,"Gud gud..k, chikku tke care.. sleep well gud nyt",gud gudk chikku tke care sleep well gud nyt
0,I could ask carlos if we could get more if anybody else can chip in,could ask carlos could get anybody else chip
0,Ok lor...,ok lor
0,Do u noe how 2 send files between 2 computers?,u noe send file computer
0,Yup bathe liao...,yup bathe liao
0,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget",mu try figure much money everyone gas alcohol jay trying figure weed budget
0,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)",add dont really care cant least get dude fuck hey money want
0,I‘m parked next to a MINI!!!! When are you coming in today do you think?,im parked next mini coming today think
0,ok. I am a gentleman and will treat you with dignity and respect.,ok gentleman treat dignity respect
0,Yeah it's jus rite...,yeah jus rite
0,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here..""",thing change sentence want concentrate educational career im leaving
1,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs,tried call reply sm video mobile min unlimited text free camcorder reply call del thurs
0,Are you driving or training?,driving training
1,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS",selected stay top british hotel nothing holiday worth claim call london bx swss
0,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",sweet may may go u meet carlos gauge patty interest
1,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX,guaranteed award even cashto claim ur award call free stop getstop php rg jx
0,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. ,ok problem get taxi c ing tomorrow tuesday tuesday think r going cinema
0,Y lei?,lei
0,Host-based IDPS for linux systems.,hostbased idp linux system
0,Call me when you get the chance plz &lt;3,call get chance plz lt
0,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...",im nt goin got somethin unless meetin dinner lor haha wonder go ti time
0,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...,wish holding tightly making see important much mean much need life
1,Urgent! Please call 09061213237 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,urgent please call landline cash luxury canary island holiday await collection tc sae po box mxy ppm
0,"Dear relieved of westonzoyland, all going to plan this end too!",dear relieved westonzoyland going plan end
0,Msg me when rajini comes.,msg rajini come
0,Yar... I tot u knew dis would happen long ago already.,yar tot u knew dis would happen long ago already
0,All day working day:)except saturday and sunday..,day working dayexcept saturday sunday
0,Po de :-):):-):-):-). No need job aha.,po de need job aha
0,"I'm outside islands, head towards hard rock and you'll run into me",im outside island head towards hard rock youll run
0,What not under standing.,standing
0,Ok i shall talk to him,ok shall talk
0,i see. When we finish we have loads of loans to pay,see finish load loan pay
0,"I‘ll leave around four, ok?",ill leave around four ok
0,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",babe go day sip cappuccino think love send kiss across sea
0,Oh k. . I will come tomorrow,oh k come tomorrow
0,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX,hi babe u r likely bed im sorry tonight really wan na see u tomorrow call love xxx
0,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,dis yijue jus saw ur mail case huiming havent sent u num dis num
0,"Hey, iouri gave me your number, I'm wylie, ryan's friend",hey iouri gave number im wylie ryans friend
0,Okie.. Thanx..,okie thanx
1,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 ,private account statement show unredeemed sim point call identifier code expires
0,Wat r u doing?,wat r u
0,I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love,back bit long co accident divert via wadebridgei brilliant weekend thanks speak soon lot love
0,if you aren't here in the next  &lt;#&gt;  hours imma flip my shit,arent next ltgt hour imma flip shit
0,Then dun wear jeans lor...,dun wear jean lor
0,Went to pay rent. So i had to go to the bank to authorise the payment.,went pay rent go bank authorise payment
1,"accordingly. I repeat, just text the word ok on your mobile phone and send",accordingly repeat text word ok mobile phone send
0,So how's the weather over there?,hows weather
0,I notice you like looking in the shit mirror youre turning into a right freak,notice like looking shit mirror youre turning right freak
0,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?",sleeping bag blanket paper phone detail anything else
1,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 ",contacted dating service someone know find call mobile landline poboxldns
1,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,free video camera phone half price line rental mths cross ntwk min txts call mobileupd calloptout
0,on hen night. Going with a swing,hen night going swing
0,No pic. Please re-send.,pic please resend
0,Siva is in hostel aha:-.,siva hostel aha
0,S:)no competition for him.,sno competition
0,Shall i send that exe to your mail id.,shall send exe mail id
0,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,love u babe r u sure everything alrite idiot txt bak girlie
0,Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex,dude avatar imp one point thought actually fly room almost tried hittng one reflex
0,Did u find out what time the bus is at coz i need to sort some stuff out.,u find time bus coz need sort stuff
0,"Haha awesome, omw back now then",haha awesome omw back
0,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging ,hey booked kb sat already lesson going ah keep sat night free need meet confirm lodging
0,Sorry de i went to shop.,sorry de went shop
0,Didn't you get hep b immunisation in nigeria.,didnt get hep b immunisation nigeria
0,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,boy made fun today ok problem sent one message fun
0,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,staffsciencenusedusgphyhcmkteachingpc
0,Joy's father is John. Then John is the NAME of Joy's father. Mandan,joy father john john name joy father mandan
0,Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.,thanks message really appreciate sacrifice im sure process direct pay find way back test tomorrow im class wonderful day
0,I wont do anything de.,wont anything de
0,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",dearregret cudnt pick calldrove frm ctla cochin homeleft mobile carente style ishtamayoohappy bakrid
0,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!",oh mr sheffield wan na play game okay youre bos im nanny give raise ill give one
0,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,account refilled successfully inr ltdecimalgt keralacircle prepaid account balance r ltdecimalgt transaction id kr ltgt
0,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",al moan n e thin go wrong faultal de argument r faultfed himso bother hav go thanxxx
0,What are youdoing later? Sar xxx,youdoing later sar xxx
0,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade",case wake wondering forgot take care something grandma today done parade
1,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",gr poly tone mob direct u rply poly title eg poly breathe title crazyin sleepingwith finest ymca getzedcouk poboxowwq p
0,Ho ho - big belly laugh! See ya tomo,ho ho big belly laugh see ya tomo
0,Si si. I think ill go make those oreo truffles.,si si think ill go make oreo truffle
0,My drive can only be read. I need to write,drive read need write
0,Wat's da model num of ur phone?,wats da model num ur phone
0,"I've got  &lt;#&gt; , any way I could pick up?",ive got ltgt way could pick
0,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,lifted hope offer money need especially end month approach hurt studying anyways gr weekend
0,I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga,dont know jack shit anything id sayask something helpful want pretend text whatever response hypotheticalhuagauahahuagahyuhagga
0,Also are you bringing galileo or dobby,also bringing galileo dobby
0,He remains a bro amongst bros,remains bro amongst bros
0,U in town alone?,u town alone
0,Hello- thanx for taking that call. I got a job! Starts on monday!,hello thanx taking call got job start monday
0,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.,pride im almost ltgt year old shouldnt takin money kid youre supposed deal stuff grownup stuffwhy dont tell
0,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,tuition hm go one mind
1,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+",england v macedonia dont miss goalsteam news txt ur national team eg england trywales scotland txt poboxoxwwq
1,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,free st week entry textpod chance win gb ipod cash every wk txt vpod tscs custcare
0,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?",sorry battery died come im getting gram wheres place
1,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,private account statement xxxxxx show unredeemed point call identifier code expires
0,ALSO TELL HIM I SAID HAPPY BIRTHDAY,also tell said happy birthday
1,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,romcapspam everyone around responding well presence since warm outgoing bringing real breath sunshine
0,"Yep, by the pretty sculpture",yep pretty sculpture
1,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE",sm service inclusive text credit pls goto login unsubscribe stop extra charge help po box ip
0,Ok lar... Joking wif u oni...,ok lar joking wif u oni
1,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X",today offer claim ur worth discount voucher text yes savamob member offer mobile c sub unsub reply x
1,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,winner specially selected receive cash award speak live operator claim call ampm cost p
0,I want snow. It's just freezing and windy.,want snow freezing windy
0,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",fri ah okie lorgoin drivin den go shoppin tt
0,What year. And how many miles.,year many mile
0,Not tonight mate. Catching up on some sleep. This is my new number by the way. ,tonight mate catching sleep new number way
0,No. Did you multimedia message them or e-mail?,multimedia message email
0,Cos i want it to be your thing,co want thing
0,Its  &lt;#&gt; k here oh. Should i send home for sale.,ltgt k oh send home sale
0,No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!,valentine huh proof fb page ugh im glad really didnt watch rupaul show tool
0,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!,love daddy make scream pleasure going slap as dick
0,His frens go then he in lor. Not alone wif my mum n sis lor.,frens go lor alone wif mum n si lor
0,I'll reach in ard 20 mins ok...,ill reach ard min ok
1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,private account statement show unredeemed sim point call identifier codexx expires
1,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec £1.50ea. OTBox 731 LA1 7WS. )",want cock hubby away need real man satisfy txt wife string action txt stop end txt rec ea otbox la w
0,Are you this much buzy,much buzy
0,But i'm really really broke oh. No amount is too small even  &lt;#&gt; ,im really really broke oh amount small even ltgt
0,K..k.:)congratulation ..,kkcongratulation
0,"That's cool he'll be here all night, lemme know when you're around",thats cool hell night lem know youre around
0,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?,thk lor dunno get ticket wat u
0,Does not operate after  &lt;#&gt;  or what,operate ltgt
0,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",need th im campus atm could pick hour two
0,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night,v skint fancied bevieswaz gona go meet othrs spoon jst bin watchng planet earthsofa v comfey dont make hav gd night
0,You still coming tonight?,still coming tonight
0,Yes:)here tv is always available in work place..,yeshere tv always available work place
0,Really dun bluff me leh... U sleep early too. Nite...,really dun bluff leh u sleep early nite
1,3. You have received your mobile content. Enjoy,received mobile content enjoy
0,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.",babe go day miss already love loving kiss hope everything go well
1,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248,sex ur mobile free sexy pic jordan text babe every wk get sexy celeb pocketbabecouk pic wk
1,You have 1 new voicemail. Please call 08719181503,new voicemail please call
0,I'm at home n ready...,im home n ready
0,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap,ugh long day im exhausted want cuddle take nap
0,From here after The performance award is calculated every two month.not for current one month period..,performance award calculated every two monthnot current one month period
0,I like dis sweater fr mango but no more my size already so irritating.,like dis sweater fr mango size already irritating
0,K.then any other special?,kthen special
0,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,im saying havent explicitly told nora know someone im probably gon na bother
0,I'm good. Have you registered to vote?,im good registered vote
0,I.ll give her once i have it. Plus she said grinule greet you whenever we speak,ill give plus said grinule greet whenever speak
0,"We made it! Eta at taunton is 12:30 as planned, hope that‘s still okday?! Good to see you! :-xx",made eta taunton planned hope thats still okday good see xx
